id,student_count,pv_kw_t,bat_kw_t,demand_e,pv_kw_e,bat_kw_e,capex,capex_oem,npv_e,npv_demand_e,lcoe_e,opex,co2_e
1438,332.98,144,230.399993896484,3995.76,5.25,8.41,7732.89,154.66,11720.75,53791.76,0.2179,257.68,1.3186
1322,337.33,144,230.399993896484,4047.96,5.32,8.52,7835.3,156.71,11875.65,54494.49,0.2179,261.08,1.3358
3079,339.43,132,172.800003051758,4073.16,4.91,6.43,6764.38,135.29,10025.74,54833.74,0.1828,214.06,1.3441
201,342.36,132,230.399993896484,4108.32,4.95,8.64,7522.55,150.45,11514.29,55307.07,0.2082,256.29,1.3557
2593,344.53,120,172.800003051758,4134.36,4.53,6.52,6432.35,128.65,9633.01,55657.62,0.1731,208.52,1.3643
1914,345.2,120,172.800003051758,4142.4,4.54,6.54,6448.37,128.97,9657.92,55765.86,0.1732,209.08,1.367
1913,345.36,120,172.800003051758,4144.32,4.54,6.54,6448.37,128.97,9657.92,55791.71,0.1731,209.08,1.3676
1035,349.32,132,230.399993896484,4191.84,5.05,8.82,7676.29,153.53,11750.51,56431.43,0.2082,261.57,1.3833
145,349.52,144,201.600006103516,4194.24,5.52,7.72,7764.81,155.3,11591.59,56463.74,0.2053,249.87,1.3841
1824,352.24,120,172.800003051758,4226.88,4.63,6.67,6576.32,131.53,9849.62,56903.15,0.1731,213.24,1.3949
1641,353.31,120,172.800003051758,4239.72,4.65,6.69,6601.85,132.04,9886.41,57076.0,0.1732,213.99,1.3991
698,354.94,132,230.399993896484,4259.28,5.13,8.96,7797.99,155.96,11936.8,57339.32,0.2082,265.72,1.4056
591,355.23,132,230.399993896484,4262.76,5.14,8.97,7810.76,156.22,11955.26,57386.17,0.2083,266.1,1.4067
969,355.3,144,201.600006103516,4263.6,5.61,7.85,7892.75,157.86,11783.28,57397.48,0.2053,254.02,1.407
49,359.79,156,201.600006103516,4317.48,6.15,7.95,8438.85,168.78,12489.97,58122.82,0.2149,266.17,1.4248
2211,361.09,120,172.800003051758,4333.08,4.75,6.84,6745.83,134.92,10103.03,58332.83,0.1732,218.71,1.4299
2052,363.87,120,172.800003051758,4366.44,4.79,6.89,6800.16,136.0,10183.07,58781.93,0.1732,220.4,1.4409
2952,364.26,120,172.800003051758,4371.12,4.79,6.9,6803.42,136.07,10189.65,58844.94,0.1732,220.6,1.4425
1008,365.8,132,230.399993896484,4389.6,5.29,9.24,8041.38,160.83,12309.48,59093.72,0.2083,274.02,1.4486
1489,366.06,144,230.399993896484,4392.72,5.78,9.24,8507.35,170.15,12891.6,59135.72,0.218,283.34,1.4496
875,370.45,144,201.600006103516,4445.4,5.85,8.18,8228.51,164.57,12283.52,59844.91,0.2053,264.77,1.467
2002,371.29,120,172.800003051758,4455.48,4.88,7.03,6931.36,138.63,10381.35,59980.61,0.1731,224.75,1.4703
63,372.72,156,201.600006103516,4472.64,6.37,8.23,8739.3,174.79,12933.92,60211.62,0.2148,275.61,1.476
2654,373.58,120,172.800003051758,4482.96,4.91,7.07,6972.92,139.46,10443.05,60350.55,0.173,226.07,1.4794
1269,373.75,144,230.399993896484,4485.0,5.9,9.44,8686.63,173.73,13164.49,60378.01,0.218,289.37,1.48
1734,375.06,108,172.800003051758,4500.72,4.44,7.1,6535.75,130.72,9904.31,60589.64,0.1635,217.69,1.4852
616,376.69,144,201.600006103516,4520.28,5.94,8.32,8359.72,167.19,12481.68,60852.96,0.2051,269.11,1.4917
2106,379.32,120,172.800003051758,4551.84,4.99,7.18,7084.84,141.7,10609.84,61277.83,0.1731,229.65,1.5021
1258,382.2,144,230.399993896484,4586.4,6.03,9.65,8878.68,177.57,13455.84,61743.08,0.2179,295.78,1.5135
7,383.49,156,201.600006103516,4601.88,6.56,8.47,8998.18,179.96,13316.03,61951.48,0.2149,283.72,1.5186
1796,383.84,120,172.800003051758,4606.08,5.05,7.27,7171.23,143.42,10739.71,62008.02,0.1732,232.48,1.52
119,383.86,156,201.600006103516,4606.32,6.56,8.48,9001.44,180.03,13322.61,62011.25,0.2148,283.91,1.5201
1330,384.69,144,230.399993896484,4616.28,6.07,9.71,8936.27,178.73,13542.59,62145.33,0.2179,297.68,1.5234
95,384.88,156,201.600006103516,4618.56,6.58,8.5,9026.98,180.54,13359.41,62176.03,0.2149,284.66,1.5241
1862,385.32,132,172.800003051758,4623.84,5.57,7.3,7675.5,153.51,11377.07,62247.11,0.1828,242.94,1.5259
435,386.35,132,230.399993896484,4636.2,5.59,9.76,8496.11,169.92,13004.89,62413.5,0.2084,289.48,1.5299
1110,388.48,132,230.399993896484,4661.76,5.62,9.81,8540.93,170.82,13073.17,62757.59,0.2083,290.99,1.5384
724,388.96,132,230.399993896484,4667.52,5.63,9.82,8553.7,171.07,13091.51,62835.14,0.2083,291.36,1.5403
2001,389.16,120,172.800003051758,4669.92,5.12,7.37,7270.38,145.41,10888.16,62867.45,0.1732,235.69,1.5411
1039,390.09,144,201.600006103516,4681.08,6.16,8.62,8666.68,173.33,12938.65,63017.68,0.2053,278.92,1.5448
3017,390.36,108,172.800003051758,4684.32,4.62,7.39,6801.42,136.03,10307.2,63061.3,0.1634,226.56,1.5458
2690,390.68,120,172.800003051758,4688.16,5.14,7.4,7299.17,145.98,10931.4,63113.0,0.1732,236.63,1.5471
312,390.99,132,230.399993896484,4691.88,5.66,9.87,8598.52,171.97,13159.8,63163.08,0.2083,292.88,1.5483
823,395.09,144,201.600006103516,4741.08,6.23,8.73,8769.09,175.38,13093.56,63825.42,0.2051,282.32,1.5646
1112,398.1,132,230.399993896484,4777.2,5.76,10.05,8752.26,175.05,13396.02,64311.67,0.2083,298.16,1.5765
189,398.78,156,201.600006103516,4785.36,6.82,8.81,9356.22,187.12,13846.6,64421.52,0.2149,295.04,1.5792
1240,400.47,144,230.399993896484,4805.64,6.32,10.11,9304.35,186.09,14100.39,64694.54,0.218,309.94,1.5859
51,404.07,156,201.600006103516,4848.84,6.91,8.93,9480.91,189.62,14031.84,65276.1,0.215,299.01,1.6001
250,404.44,132,230.399993896484,4853.28,5.85,10.21,8889.99,177.8,13607.22,65335.88,0.2083,302.87,1.6016
2948,405.74,120,172.800003051758,4868.88,5.34,7.68,7580.6,151.61,11351.6,65545.89,0.1732,245.69,1.6067
359,405.87,144,201.600006103516,4870.44,6.4,8.97,9008.95,180.18,13452.04,65566.89,0.2052,290.06,1.6072
1104,407.29,132,230.399993896484,4887.48,5.89,10.28,8950.83,179.02,13700.41,65796.28,0.2082,304.95,1.6129
3015,407.61,144,172.800003051758,4891.32,6.43,7.72,8630.17,172.6,12672.55,65847.98,0.1925,267.17,1.6141
3036,412.14,108,172.800003051758,4945.68,4.88,7.8,7182.27,143.65,10883.47,66579.78,0.1635,239.2,1.6321
1965,414.25,120,172.800003051758,4971.0,5.45,7.84,7737.34,154.75,11586.67,66920.65,0.1731,250.79,1.6404
2837,416.58,120,172.800003051758,4998.96,5.48,7.89,7782.16,155.64,11654.83,67297.05,0.1732,252.29,1.6497
602,417.21,132,230.399993896484,5006.52,6.04,10.53,9174.94,183.5,14041.61,67398.83,0.2083,312.49,1.6522
264,418.44,132,230.399993896484,5021.28,6.05,10.57,9197.48,183.95,14079.55,67597.53,0.2083,313.43,1.657
1996,420.45,120,172.800003051758,5045.4,5.53,7.96,7852.52,157.05,11759.91,67922.24,0.1731,254.56,1.665
1307,421.31,144,230.399993896484,5055.72,6.65,10.64,9790.86,195.82,14838.01,68061.17,0.218,326.16,1.6684
1276,421.64,144,230.399993896484,5059.68,6.65,10.65,9794.12,195.88,14844.47,68114.48,0.2179,326.34,1.6697
3038,423.75,108,172.800003051758,5085.0,5.02,8.02,7387.09,147.74,11193.16,68455.34,0.1635,245.98,1.678
62,426.71,156,201.600006103516,5120.52,7.29,9.43,10005.19,200.1,14809.23,68933.52,0.2148,315.62,1.6898
2906,432.21,120,172.800003051758,5186.52,5.68,8.18,8066.85,161.34,12081.6,69822.02,0.173,261.55,1.7116
1041,433.25,144,201.600006103516,5199.0,6.84,9.57,9622.88,192.46,14366.01,69990.03,0.2053,309.69,1.7157
529,441.15,132,230.399993896484,5293.8,6.38,11.14,9697.03,193.94,14843.25,71266.25,0.2083,330.4,1.747
809,442.98,132,230.399993896484,5315.76,6.41,11.18,9738.59,194.77,14904.95,71561.88,0.2083,331.73,1.7542
695,443.22,144,201.600006103516,5318.64,6.99,9.79,9837.21,196.74,14687.58,71600.65,0.2051,316.67,1.7552
101,448.44,156,201.600006103516,5381.28,7.67,9.91,10522.96,210.46,15573.71,72443.92,0.215,331.86,1.7758
968,450.78,144,201.600006103516,5409.36,7.11,9.96,10006.72,200.13,14940.98,72821.94,0.2052,322.14,1.7851
3030,460.57,108,172.800003051758,5526.84,5.45,8.72,8024.09,160.48,12160.43,74403.48,0.1634,267.3,1.8239
2000,461.63,120,172.800003051758,5539.56,6.07,8.74,8620.2,172.4,12909.99,74574.72,0.1731,279.46,1.8281
2579,464.42,120,172.800003051758,5573.04,6.11,8.79,8674.53,173.49,12990.15,75025.44,0.1731,281.17,1.8391
2195,468.52,108,172.800003051758,5622.24,5.55,8.87,8168.06,163.36,12377.04,75687.78,0.1635,272.02,1.8553
1255,468.64,144,230.399993896484,5623.68,7.4,11.83,10891.84,217.84,16504.96,75707.16,0.218,362.76,1.8558
438,468.67,132,230.399993896484,5624.04,6.78,11.83,10302.25,206.04,15768.31,75712.01,0.2083,350.96,1.8559
1308,469.76,144,230.399993896484,5637.12,7.41,11.86,10911.12,218.22,16536.32,75888.1,0.2179,363.51,1.8602
1962,470.95,120,172.800003051758,5651.4,6.19,8.92,8792.96,175.86,13169.96,76080.34,0.1731,285.13,1.865
1727,471.51,108,172.800003051758,5658.12,5.58,8.93,8216.14,164.32,12451.78,76170.8,0.1635,273.71,1.8672
1319,482.04,144,230.399993896484,5784.48,7.61,12.17,11202.32,224.05,16976.13,77871.89,0.218,373.13,1.9089
2937,483.95,120,172.800003051758,5807.4,6.36,9.16,9032.83,180.66,13528.45,78180.44,0.173,292.87,1.9164
3040,484.36,108,172.800003051758,5812.32,5.73,9.17,8436.99,168.74,12786.51,78246.67,0.1634,281.07,1.9181
216,486.87,132,230.399993896484,5842.44,7.04,12.29,10699.38,213.99,16377.22,78652.16,0.2082,364.54,1.928
600,490.57,132,230.399993896484,5886.84,7.1,12.39,10789.03,215.78,16513.68,79249.88,0.2084,367.56,1.9427
454,490.59,132,230.399993896484,5887.08,7.1,12.39,10789.03,215.78,16513.68,79253.11,0.2084,367.56,1.9427
892,494.34,120,259.200012207031,5932.08,6.5,14.04,10756.11,215.12,16876.78,79858.91,0.2113,387.11,1.9576
804,496.88,132,230.399993896484,5962.56,7.19,12.55,10926.75,218.53,16724.87,80269.24,0.2084,372.27,1.9676
30,498.08,156,201.600006103516,5976.96,8.52,11.0,11686.44,233.73,17294.23,80463.09,0.2149,368.48,1.9724
2984,500.64,132,172.800003051758,6007.68,7.24,9.48,9973.94,199.48,14782.5,80876.65,0.1828,315.61,1.9825
676,501.71,132,230.399993896484,6020.52,7.26,12.67,11032.42,220.65,16886.36,81049.51,0.2083,375.86,1.9868
94,504.14,156,201.600006103516,6049.68,8.62,11.14,11827.16,236.54,17504.27,81442.06,0.2149,373.0,1.9964
1050,509.01,144,201.600006103516,6108.12,8.03,11.25,11301.94,226.04,16875.15,82228.8,0.2052,363.85,2.0157
1006,510.39,132,230.399993896484,6124.68,7.38,12.89,11218.22,224.36,17172.29,82451.73,0.2083,382.26,2.0211
408,512.69,144,201.600006103516,6152.28,8.09,11.33,11385.07,227.7,16998.57,82823.29,0.2052,366.49,2.0303
175,513.11,144,172.800003051758,6157.32,8.1,9.72,10869.96,217.4,15960.64,82891.14,0.1925,336.47,2.0319
2876,515.45,120,172.800003051758,6185.4,6.78,9.76,9627.74,192.55,14418.54,83269.16,0.1732,312.11,2.0412
594,518.51,132,230.399993896484,6222.12,7.5,13.09,11397.5,227.95,17445.31,83763.49,0.2083,388.3,2.0533
445,518.99,132,230.399993896484,6227.88,7.51,13.1,11410.27,228.21,17463.77,83841.03,0.2083,388.69,2.0552
1521,521.51,144,230.399993896484,6258.12,8.23,13.17,12117.76,242.36,18364.75,84248.13,0.218,403.69,2.0652
553,523.81,144,201.600006103516,6285.72,8.27,11.57,11634.44,232.69,17368.92,84619.68,0.2053,374.42,2.0743
3018,527.24,132,172.800003051758,6326.88,7.63,9.98,10507.73,210.15,15571.76,85173.79,0.1828,332.4,2.0879
17,528.73,156,201.600006103516,6344.76,9.04,11.68,12402.52,248.05,18355.37,85414.49,0.2149,391.13,2.0938
1081,530.26,132,230.399993896484,6363.12,7.67,13.39,11656.92,233.14,17842.91,85661.66,0.2083,397.17,2.0998
3001,532.35,108,172.800003051758,6388.2,6.3,10.08,9275.55,185.51,14057.01,85999.29,0.1635,308.99,2.1081
1839,534.25,120,172.800003051758,6411.0,7.03,10.12,9982.78,199.66,14950.38,86306.23,0.1732,323.63,2.1156
2230,541.61,120,172.800003051758,6499.32,7.12,10.26,10113.98,202.28,15148.54,87495.21,0.1731,327.96,2.1448
473,544.27,132,230.399993896484,6531.24,7.87,13.74,11961.16,239.22,18308.67,87924.93,0.2082,407.54,2.1553
1087,548.26,144,201.600006103516,6579.12,8.65,12.11,12171.76,243.44,18172.51,88569.5,0.2052,391.79,2.1711
1420,548.98,144,230.399993896484,6587.76,8.66,13.86,12751.51,255.03,19325.45,88685.81,0.2179,424.81,2.174
2936,550.67,120,172.800003051758,6608.04,7.24,10.43,10283.49,205.67,15401.94,88958.82,0.1731,333.44,2.1807
1944,557.92,120,172.800003051758,6695.04,7.34,10.57,10424.21,208.48,15611.98,90130.04,0.1732,337.96,2.2094
517,559.03,132,230.399993896484,6708.36,8.09,14.12,12294.19,245.88,18817.8,90309.35,0.2084,418.85,2.2138
2931,576.24,120,172.800003051758,6914.88,7.58,10.91,10763.22,215.26,16118.79,93089.57,0.1732,348.91,2.2819
1073,583.77,144,201.600006103516,7005.24,9.21,12.9,12961.71,259.23,19352.79,94306.01,0.2052,417.25,2.3117
2005,583.95,120,172.800003051758,7007.4,7.68,11.06,10907.2,218.14,16335.41,94335.09,0.1732,353.63,2.3124
509,584.81,132,230.399993896484,7017.72,8.46,14.77,12857.84,257.16,19681.27,94474.02,0.2083,438.09,2.3158
930,586.82,132,230.399993896484,7041.84,8.49,14.82,12902.66,258.05,19749.43,94798.73,0.2083,439.6,2.3238
2957,604.1,132,201.600006103516,7249.2,8.74,13.35,12661.4,253.23,19087.96,97590.26,0.1956,416.77,2.3922
2965,614.42,132,201.600006103516,7373.04,8.89,13.57,12875.73,257.51,19409.52,99257.42,0.1955,423.74,2.4331
235,614.51,144,172.800003051758,7374.12,9.7,11.64,13017.11,260.34,19113.32,99271.95,0.1925,402.93,2.4335
689,615.89,132,230.399993896484,7390.68,8.91,15.55,13539.93,270.8,20724.45,99494.89,0.2083,461.29,2.4389
1915,619.47,120,172.800003051758,7433.64,8.15,11.73,11572.46,231.45,17330.69,100073.23,0.1732,375.14,2.4531
2529,628.04,120,172.800003051758,7536.48,8.26,11.89,11729.2,234.58,17565.64,101457.68,0.1731,380.23,2.487
218,629.77,132,230.399993896484,7557.24,9.11,15.9,13844.17,276.88,21190.21,101737.15,0.2083,471.65,2.4939
1004,631.43,144,201.600006103516,7577.16,9.96,13.95,14017.07,280.34,20928.48,102005.32,0.2052,451.23,2.5005
71,643.83,156,201.600006103516,7725.96,11.01,14.22,15103.55,302.07,22351.91,104008.5,0.2149,476.26,2.5496
252,644.28,132,230.399993896484,7731.36,9.32,16.27,14164.43,283.29,21681.0,104081.19,0.2083,482.6,2.5513
367,646.41,144,201.600006103516,7756.92,10.2,14.28,14352.83,287.06,21428.83,104425.29,0.2052,461.99,2.5598
222,649.23,132,230.399993896484,7790.76,9.39,16.39,14270.1,285.4,21842.36,104880.85,0.2083,486.18,2.571
773,650.93,144,201.600006103516,7811.16,10.27,14.38,14451.98,289.04,21577.16,105155.48,0.2052,465.2,2.5777
3074,656.46,96,201.600006103516,7877.52,6.91,14.5,11295.89,225.92,17663.85,106048.83,0.1666,403.55,2.5996
1650,657.67,120,172.800003051758,7892.04,8.65,12.45,12282.55,245.65,18394.14,106244.3,0.1731,398.16,2.6044
1808,658.89,120,172.800003051758,7906.68,8.66,12.48,12301.84,246.04,18425.64,106441.39,0.1731,398.92,2.6092
122,665.09,156,201.600006103516,7981.08,11.37,14.69,15599.04,311.98,23086.05,107442.98,0.2149,491.93,2.6338
1499,678.49,144,230.399993896484,8141.88,10.71,17.13,15766.48,315.33,23893.04,109607.7,0.218,525.17,2.6868
1418,680.13,144,230.399993896484,8161.56,10.73,17.17,15798.54,315.97,23942.87,109872.64,0.2179,526.3,2.6933
1183,684.44,144,201.600006103516,8213.28,10.8,15.12,15197.11,303.94,22689.27,110568.9,0.2052,489.16,2.7104
1296,685.17,144,230.399993896484,8222.04,10.81,17.3,15916.97,318.34,24122.69,110686.83,0.2179,530.27,2.7133
1244,689.66,144,230.399993896484,8275.92,10.88,17.41,16019.38,320.39,24277.6,111412.18,0.2179,533.66,2.7311
855,689.74,144,201.600006103516,8276.88,10.88,15.24,15312.29,306.25,22862.64,111425.1,0.2052,492.94,2.7314
2575,692.87,132,172.800003051758,8314.44,10.02,13.12,13803.67,276.07,20458.51,111930.74,0.1828,436.79,2.7438
1804,696.61,132,172.800003051758,8359.32,10.08,13.19,13883.54,277.67,20575.47,112534.92,0.1828,439.25,2.7586
3022,697.93,108,172.800003051758,8375.16,8.26,13.22,12162.58,243.25,18432.91,112748.17,0.1635,405.2,2.7638
121,704.55,156,201.600006103516,8454.6,12.04,15.57,16522.92,330.46,24455.83,113817.6,0.2149,521.19,2.79
2459,709.43,120,172.800003051758,8513.16,9.33,13.43,13248.53,264.97,19840.99,114605.95,0.1731,429.49,2.8093
907,711.23,144,201.600006103516,8534.76,11.22,15.71,15788.76,315.78,23573.03,114896.73,0.2052,508.23,2.8165
2945,715.49,120,172.800003051758,8585.88,9.41,13.55,13363.71,267.27,20014.23,115584.92,0.1732,433.26,2.8333
1096,716.31,132,230.399993896484,8595.72,10.36,18.09,15746.47,314.93,24103.24,115717.39,0.2083,536.53,2.8366
2205,728.42,120,172.800003051758,8741.04,9.58,13.79,13603.57,272.07,20372.71,117673.72,0.1731,441.0,2.8845
3023,729.66,108,172.800003051758,8755.92,8.64,13.82,12719.46,254.39,19275.62,117874.04,0.1635,423.69,2.8895
1282,739.46,144,230.399993896484,8873.52,11.67,18.67,17181.21,343.62,26037.62,119457.19,0.218,572.33,2.9283
214,746.05,132,230.399993896484,8952.6,10.79,18.84,16399.76,328.0,25103.16,120521.78,0.2083,558.79,2.9544
972,748.93,132,230.399993896484,8987.16,10.83,18.91,16460.61,329.21,25196.24,120987.04,0.2083,560.86,2.9658
2184,750.44,132,172.800003051758,9005.28,10.86,14.21,14957.65,299.15,22167.17,121230.97,0.1829,473.22,2.9717
694,752.03,132,230.399993896484,9024.36,10.88,18.99,16534.23,330.68,25307.78,121487.83,0.2083,563.31,2.978
1959,761.77,120,172.800003051758,9141.24,10.02,14.43,14230.53,284.61,21312.75,123061.3,0.1732,461.38,3.0166
1109,764.15,144,201.600006103516,9169.8,12.06,16.88,16968.8,339.38,25333.82,123445.78,0.2052,546.16,3.026
2165,771.38,120,172.800003051758,9256.56,10.14,14.61,14403.3,288.07,21572.74,124613.76,0.1731,467.04,3.0547
595,775.58,132,230.399993896484,9306.96,11.22,19.58,17049.8,341.0,26096.51,125292.25,0.2083,580.85,3.0713
2962,775.61,144,172.800003051758,9307.32,12.24,14.69,16426.36,328.53,24119.62,125297.1,0.1925,508.48,3.0714
1061,777.7,144,201.600006103516,9332.4,12.27,17.18,17266.26,345.33,25778.94,125634.73,0.2052,555.78,3.0797
310,778.07,132,230.399993896484,9336.84,11.26,19.65,17110.65,342.21,26189.59,125694.5,0.2084,582.92,3.0812
1644,778.75,120,172.800003051758,9345.0,10.24,14.75,14544.02,290.88,21782.78,125804.36,0.1731,471.57,3.0838
568,788.33,132,230.399993896484,9459.96,11.4,19.9,17325.25,346.5,26518.91,127351.97,0.2082,590.28,3.1218
2563,795.69,120,172.800003051758,9548.28,10.46,15.07,14857.5,297.15,22252.8,128540.95,0.1731,481.76,3.1509
2063,800.44,120,172.800003051758,9605.28,10.53,15.16,14953.39,299.07,22394.66,129308.3,0.1732,484.78,3.1697
1519,801.03,132,172.800003051758,9612.36,11.59,15.17,15964.66,319.29,23660.37,129403.61,0.1828,505.12,3.1721
210,802.44,132,230.399993896484,9629.28,11.61,20.26,17642.25,352.85,27003.24,129631.39,0.2083,601.04,3.1777
319,802.67,144,172.800003051758,9632.04,12.67,15.2,17001.46,340.03,24962.99,129668.55,0.1925,526.23,3.1786
3071,804.41,120,172.800003051758,9652.92,10.58,15.23,15023.75,300.47,22499.62,129949.64,0.1731,487.04,3.1855
315,808.29,132,230.399993896484,9699.48,11.69,20.41,17767.2,355.34,27195.97,130576.44,0.2083,605.36,3.2008
3075,813.01,120,172.800003051758,9756.12,10.69,15.4,15183.75,303.67,22741.15,131338.94,0.1731,492.32,3.2195
3007,813.28,108,172.800003051758,9759.36,9.63,15.4,14175.74,283.51,21481.9,131382.56,0.1635,472.16,3.2206
1106,816.11,144,201.600006103516,9793.32,12.88,18.03,18123.31,362.47,27057.84,131839.73,0.2052,583.34,3.2318
280,816.57,132,230.399993896484,9798.84,11.81,20.62,17949.75,358.99,27475.46,131914.05,0.2083,611.58,3.2336
420,820.0,144,201.600006103516,9840.0,12.94,18.12,18209.7,364.19,27187.71,132468.15,0.2052,586.16,3.2472
1379,829.17,144,230.399993896484,9950.04,13.08,20.94,19261.73,385.23,29192.85,133949.53,0.2179,641.74,3.2835
2107,834.67,132,172.800003051758,10016.04,12.07,15.81,16629.66,332.59,24647.92,134838.04,0.1828,526.26,3.3053
198,836.37,132,230.399993896484,10036.44,12.1,21.12,18388.45,367.77,28146.08,135112.67,0.2083,626.49,3.312
1529,839.75,132,172.800003051758,10077.0,12.15,15.9,16735.06,334.7,24801.66,135658.69,0.1828,529.48,3.3254
233,855.63,132,230.399993896484,10267.56,12.38,21.6,18811.12,376.22,28791.65,138224.05,0.2083,640.82,3.3883
1271,856.84,156,201.600006103516,10282.08,14.65,18.93,20099.76,402.0,29747.42,138419.52,0.2149,633.89,3.3931
1531,862.05,144,230.399993896484,10344.6,13.6,21.77,20026.67,400.53,30351.81,139261.18,0.2179,667.21,3.4137
3092,863.5,120,172.800003051758,10362.0,11.36,16.35,16130.44,322.61,24156.62,139495.42,0.1732,522.9,3.4195
2967,866.23,132,201.600006103516,10394.76,12.53,19.14,18152.17,363.04,27365.75,139936.45,0.1956,597.51,3.4303
1523,872.3,144,230.399993896484,10467.6,13.77,22.02,20269.8,405.4,30716.88,140917.03,0.218,675.14,3.4543
282,873.02,132,230.399993896484,10476.24,12.63,22.04,19192.23,383.84,29375.52,141033.35,0.2083,653.83,3.4572
3083,873.56,120,172.800003051758,10482.72,11.49,16.54,16315.97,326.32,24434.94,141120.58,0.1731,528.93,3.4593
2629,876.64,120,172.800003051758,10519.68,11.53,16.6,16373.56,327.47,24521.56,141618.14,0.1732,530.82,3.4715
2680,876.81,120,172.800003051758,10521.72,11.53,16.6,16373.56,327.47,24521.56,141645.61,0.1731,530.82,3.4722
1899,877.69,120,172.800003051758,10532.28,11.54,16.62,16389.59,327.79,24546.48,141787.77,0.1731,531.39,3.4757
1771,879.76,120,172.800003051758,10557.12,11.57,16.66,16431.15,328.62,24608.18,142122.17,0.1731,532.71,3.4838
2577,880.0,120,172.800003051758,10560.0,11.57,16.66,16431.15,328.62,24608.18,142160.94,0.1731,532.71,3.4848
1657,883.37,120,172.800003051758,10600.44,11.62,16.73,16501.51,330.03,24713.26,142705.35,0.1732,534.97,3.4981
444,885.14,132,230.399993896484,10621.68,12.8,22.35,19454.91,389.1,29779.71,142991.29,0.2083,662.89,3.5052
413,889.4,144,201.600006103516,10672.8,14.04,19.65,19754.29,395.09,29492.23,143679.48,0.2053,635.8,3.522
2292,889.71,120,172.800003051758,10676.52,11.7,16.85,16616.69,332.33,24886.51,143729.56,0.1731,538.74,3.5233
2294,897.3,120,172.800003051758,10767.6,11.8,16.99,16757.4,335.15,25096.66,144955.7,0.1731,543.28,3.5533
1324,902.8,144,230.399993896484,10833.6,14.25,22.8,20980.42,419.61,31795.69,145844.2,0.218,698.91,3.5751
2033,905.62,120,172.800003051758,10867.44,11.91,17.15,16914.14,338.28,25331.61,146299.76,0.1731,548.37,3.5863
1426,907.31,144,230.399993896484,10887.72,14.32,22.91,21082.83,421.66,31950.6,146572.78,0.218,702.31,3.5929
929,911.0,132,230.399993896484,10932.0,13.18,23.0,20028.07,400.56,30654.93,147168.88,0.2083,682.31,3.6076
1032,917.06,120,259.200012207031,11004.72,12.06,26.05,19956.85,399.14,31313.27,148147.86,0.2114,718.25,3.6316
141,918.99,132,230.399993896484,11027.88,13.29,23.2,20197.85,403.96,30916.08,148459.64,0.2082,688.16,3.6392
1554,919.74,144,201.600006103516,11036.88,14.51,20.32,20419.56,408.39,30487.4,148580.8,0.2052,657.31,3.6422
2161,920.29,120,172.800003051758,11043.48,12.1,17.43,17186.06,343.72,25739.92,148669.65,0.1731,557.24,3.6443
2961,922.8,132,201.600006103516,11073.6,13.35,20.39,19339.26,386.79,29155.07,149075.13,0.1956,636.57,3.6543
1564,929.59,132,201.600006103516,11155.08,13.45,20.54,19483.24,389.66,29371.56,150172.03,0.1956,641.27,3.6812
313,930.46,132,230.399993896484,11165.52,13.46,23.49,20454.0,409.08,31307.09,150312.58,0.2083,696.83,3.6846
2019,956.87,120,172.800003051758,11482.44,12.58,18.12,17867.35,357.35,26760.12,154579.02,0.1731,579.32,3.7892
1598,963.25,120,172.800003051758,11559.0,12.67,18.24,17992.04,359.84,26945.24,155609.69,0.1732,583.28,3.8145
419,994.65,144,201.600006103516,11935.8,15.7,21.97,22088.84,441.78,32977.05,160682.25,0.2052,710.91,3.9388
1522,1002.26,144,230.399993896484,12000.0,15.78,25.25,23233.7,464.67,35210.77,161546.52,0.218,773.98,3.96
2972,1002.67,132,201.600006103516,12000.0,14.47,22.09,20958.27,419.17,31594.1,161546.52,0.1956,689.77,3.96
829,1012.61,132,230.399993896484,12000.0,14.47,25.25,21987.96,439.76,33654.59,161546.52,0.2083,749.07,3.96
1860,1013.04,108,172.800003051758,12000.0,11.84,18.94,17430.85,348.62,26415.73,161546.52,0.1635,580.64,3.96
1904,1023.98,120,172.800003051758,12000.0,13.15,18.94,18676.59,373.53,27971.9,161546.52,0.1732,605.55,3.96
1548,1037.07,132,172.800003051758,12000.0,14.47,18.94,19931.85,398.64,29540.09,161546.52,0.1829,630.65,3.96
1002,1039.61,132,230.399993896484,12000.0,14.47,25.25,21987.96,439.76,33654.59,161546.52,0.2083,749.07,3.96
2996,1044.22,120,172.800003051758,12000.0,13.15,18.94,18676.59,373.53,27971.9,161546.52,0.1732,605.55,3.96
2915,1051.15,144,172.800003051758,12000.0,15.78,18.94,21177.59,423.55,31096.26,161546.52,0.1925,655.56,3.96
1961,1071.16,120,172.800003051758,12000.0,13.15,18.94,18676.59,373.53,27971.9,161546.52,0.1732,605.55,3.96
1376,1099.73,144,230.399993896484,12000.0,15.78,25.25,23233.7,464.67,35210.77,161546.52,0.218,773.98,3.96
2193,1100.69,108,172.800003051758,12000.0,11.84,18.94,17430.85,348.62,26415.73,161546.52,0.1635,580.64,3.96
1089,1101.36,144,201.600006103516,12000.0,15.78,22.09,22204.02,444.08,33150.29,161546.52,0.2052,714.68,3.96
2689,1105.26,120,172.800003051758,12000.0,13.15,18.94,18676.59,373.53,27971.9,161546.52,0.1732,605.55,3.96
